Song,Start,End,Duration,Lyric,Prediction,Lyric_clean,Prediction_clean,WER,CER,Words
AvaLuna - Waterduct,128.0,134.0,6.0,uh, You,uh,you,1.0,1.5,1
AvaLuna - Waterduct,134.0,141.0,7.0,uh, Woo.,uh,woo,1.0,1.5,1
AvaLuna - Waterduct,141.0,147.0,6.0,was it coiled in a boco map, Cause it coiled in a broken man,was it coiled in a boco map,cause it coiled in a broken man,0.42857142857142855,0.2962962962962963,7
AvaLuna - Waterduct,147.0,155.0,8.0,was it singled out on a seven train as it floated over day land, Was it singing out on the seven train? Is it flooring over the land?,was it singled out on a seven train as it floated over day land,was it singing out on the seven train is it flooring over the land,0.35714285714285715,0.23809523809523808,14
AvaLuna - Waterduct,155.0,162.0,7.0,oh and i could advise myself," Oh, and I couldn't advance myself",oh and i could advise myself,oh and i couldnt advance myself,0.3333333333333333,0.17857142857142858,6
AvaLuna - Waterduct,162.0,167.0,5.0,and i could find myself, Do faffffufufuff самых Stirbils,and i could find myself,do faffffufufuff самых stirbils,1.0,1.1304347826086956,5
AvaLuna - Waterduct,186.0,196.0,10.0,uh,,uh,,1.0,1.0,1
AvaLuna - Waterduct,196.0,202.0,6.0,but you tether to nothing, But you're devil to laugh at,but you tether to nothing,but youre devil to laugh at,0.8,0.56,5
AvaLuna - Waterduct,210.0,214.0,4.0,if i had my way, I had my blood,if i had my way,i had my blood,0.4,0.5333333333333333,5
AvaLuna - Waterduct,214.0,220.0,6.0,but you tether to nothing and no one, But you never turn off your no one,but you tether to nothing and no one,but you never turn off your no one,0.5,0.4166666666666667,8
AvaLuna - Waterduct,230.0,237.0,7.0,much you tether to nothing, Today timeline ends here.,much you tether to nothing,today timeline ends here,1.0,0.8076923076923077,5
AvaLuna - Waterduct,237.0,244.0,7.0,but you tether to nothing, But you'd better turn off him,but you tether to nothing,but youd better turn off him,1.0,0.44,5
BigTroubles - Phantom,9.0,19.0,10.0,all of my life i wasn't right but it's okay," I was alive, I was alive and took you",all of my life i wasnt right but its okay,i was alive i was alive and took you,0.9,0.6341463414634146,10
BigTroubles - Phantom,19.0,23.0,4.0,i'll just admit that to myself," Suclair, that's enough!",ill just admit that to myself,suclair thats enough,1.0,0.6896551724137931,6
BigTroubles - Phantom,23.0,33.0,10.0,and it's okay i just assume that you knew that now ah," I don't care, I just see me too late",and its okay i just assume that you knew that now ah,i dont care i just see me too late,0.8333333333333334,0.6346153846153846,12
BigTroubles - Phantom,33.0,39.0,6.0,all my time, Once,all my time,once,1.0,0.9090909090909091,3
BigTroubles - Phantom,39.0,49.0,10.0,lonely inside but it's okay i'll just admit that to myself, Love and your side to the end I'll do that to myself,lonely inside but its okay ill just admit that to myself,love and your side to the end ill do that to myself,0.8181818181818182,0.5178571428571429,11
BigTroubles - Phantom,49.0,59.0,10.0,and it's okay i just assume that you knew that now ah," And it's okay, I just assume it's you that I am",and its okay i just assume that you knew that now ah,and its okay i just assume its you that i am,0.3333333333333333,0.25,12
BigTroubles - Phantom,64.0,73.0,9.0,it's something i always do assuming the worst is true, And something I've missed A hope in a virtual world,its something i always do assuming the worst is true,and something ive missed a hope in a virtual world,0.9,0.5961538461538461,10
BigTroubles - Phantom,73.0,82.0,9.0,it's something i always do assuming the worst is true, It's something I always do I swear I'm the one who has to choose you,its something i always do assuming the worst is true,its something i always do i swear im the one who has to choose you,0.9,0.5192307692307693,10
BigTroubles - Phantom,81.0,90.0,9.0,ah,,ah,,1.0,1.0,1
BigTroubles - Phantom,123.0,132.0,9.0,it's something i always do assuming the worst is true, It's something I always did It's something I used to do,its something i always do assuming the worst is true,its something i always did its something i used to do,0.7,0.4423076923076923,10
BigTroubles - Phantom,132.0,141.0,9.0,it's something i always do assuming the worst is true, It's something that I want to tell you It's something that I want to tell you,its something i always do assuming the worst is true,its something that i want to tell you its something that i want to tell you,1.3,0.7884615384615384,10
Bill Chudziak - Children Of No-one,66.0,73.0,7.0,ah yeah my ann what's wrong," I am, I am what's wrong with...",ah yeah my ann whats wrong,i am i am whats wrong with,0.8333333333333334,0.5384615384615384,6
Bill Chudziak - Children Of No-one,72.0,79.0,7.0,with this society, Build another kid I'm a!!!!,with this society,build another kid im a,1.6666666666666667,0.9411764705882353,3
Bill Chudziak - Children Of No-one,79.0,83.0,4.0,they burned down our babylon, It burns down the pebble on,they burned down our babylon,it burns down the pebble on,1.0,0.5,5
Bill Chudziak - Children Of No-one,83.0,94.0,11.0,the serpents servants the morning sun disease, The surface of the morning sun to see,the serpents servants the morning sun disease,the surface of the morning sun to see,0.5714285714285714,0.4222222222222222,7
Bill Chudziak - Children Of No-one,93.0,99.0,6.0,this is arcane, This is a thing,this is arcane,this is a thing,0.6666666666666666,0.35714285714285715,3
Bill Chudziak - Children Of No-one,99.0,105.0,6.0,no more excuses we can change this," No more excuses, we can't take this",no more excuses we can change this,no more excuses we cant take this,0.2857142857142857,0.14705882352941177,7
Bill Chudziak - Children Of No-one,105.0,113.0,8.0,this is our time to break this down no more excuses, This is our time to wake this down No more it steals then,this is our time to break this down no more excuses,this is our time to wake this down no more it steals then,0.36363636363636365,0.3137254901960784,11
Bill Chudziak - Children Of No-one,113.0,120.0,7.0,we can change this, We can change this,we can change this,we can change this,0.0,0.0,4
Bill Chudziak - Children Of No-one,120.0,130.0,10.0,we are the children of no one cut down and more will stand, We are the children of those Cut down and more will stand,we are the children of no one cut down and more will stand,we are the children of those cut down and more will stand,0.15384615384615385,0.06896551724137931,13
Bill Chudziak - Children Of No-one,130.0,137.0,7.0,yeadon is burning open up your eyes, He dan is burning open up your eyes,yeadon is burning open up your eyes,he dan is burning open up your eyes,0.2857142857142857,0.08571428571428572,7
Bill Chudziak - Children Of No-one,137.0,143.0,6.0,the blood is on your hands, The blood is on your hands,the blood is on your hands,the blood is on your hands,0.0,0.0,6
Bill Chudziak - Children Of No-one,143.0,149.0,6.0,this is our time, This is our time,this is our time,this is our time,0.0,0.0,4
Bill Chudziak - Children Of No-one,149.0,154.0,5.0,no more excuses we can change this, No more it's still still We can't change this,no more excuses we can change this,no more its still still we cant change this,0.5714285714285714,0.4117647058823529,7
Bill Chudziak - Children Of No-one,154.0,163.0,9.0,this is our time to break this down no more excuses, This is our time to break this death No more excuses,this is our time to break this down no more excuses,this is our time to break this death no more excuses,0.09090909090909091,0.0784313725490196,11
Bill Chudziak - Children Of No-one,163.0,171.0,8.0,we can change this, We can take this,we can change this,we can take this,0.25,0.2222222222222222,4
Bill Chudziak - Children Of No-one,175.0,181.0,6.0,we are the children of no one, We are the children of no one,we are the children of no one,we are the children of no one,0.0,0.0,7
Bill Chudziak - Children Of No-one,181.0,186.0,5.0,we are the children of no one, We are the children of no one,we are the children of no one,we are the children of no one,0.0,0.0,7
Bill Chudziak - Children Of No-one,186.0,195.0,9.0,and still we stand this is our time, But if still we stand This won't happen,and still we stand this is our time,but if still we stand this wont happen,0.625,0.45714285714285713,8
Bill Chudziak - Children Of No-one,195.0,201.0,6.0,no more excuses we can change this, Your mother still says we can't change this,no more excuses we can change this,your mother still says we cant change this,0.7142857142857143,0.4411764705882353,7
Bill Chudziak - Children Of No-one,201.0,210.0,9.0,this is our time to break this down no more excuses, This is our time to break this dead No more extuse than,this is our time to break this down no more excuses,this is our time to break this dead no more extuse than,0.2727272727272727,0.17647058823529413,11
Bill Chudziak - Children Of No-one,210.0,218.0,8.0,we can change this, We can change this,we can change this,we can change this,0.0,0.0,4
Black Bloc - If You Want Success,28.0,32.0,4.0,global culver stay no room for debate in a politics of fay," The world covers, ain't no room for debate In the politics of faith",global culver stay no room for debate in a politics of fay,the world covers aint no room for debate in the politics of faith,0.5,0.3620689655172414,12
Black Bloc - If You Want Success,32.0,42.0,10.0,corporate merches in cup hill games with the people refrain from expressing their pain the kind of the system till we live into the debt walk within they take us all interest splat forget yourself for, Corporate murders and capital gains With the people referring from express in their pain The caliber system turned their living to the dead What would undertake as all interests led To get yourself,corporate merches in cup hill games with the people refrain from expressing their pain the kind of the system till we live into the debt walk within they take us all interest splat forget yourself for,corporate murders and capital gains with the people referring from express in their pain the caliber system turned their living to the dead what would undertake as all interests led to get yourself,0.7222222222222222,0.34,36
Black Bloc - If You Want Success,42.0,46.0,4.0,one more day on a comedy's payroll i've got nothing left to say this leviathan, One more day on the camera this payroll I've got nothing left to say this will be a,one more day on a comedys payroll ive got nothing left to say this leviathan,one more day on the camera this payroll ive got nothing left to say this will be a,0.4,0.25,15
Black Bloc - If You Want Success,46.0,53.0,7.0,biggest thing of its kind beast in the mime on the information line fall in line what they speak in these times follow my," A huge seeing of its counter, easing the crowd Only an張足 balloon, all around There's feet on these tops Of all my",biggest thing of its kind beast in the mime on the information line fall in line what they speak in these times follow my,a huge seeing of its counter easing the crowd only an張足 balloon all around theres feet on these tops of all my,0.875,0.5537190082644629,24
Black Bloc - If You Want Success,53.0,57.0,4.0,if you want success better stop thinking,要把聲譽唱當成你的仔 well要忘記用我抓住人,if you want success better stop thinking,要把聲譽唱當成你的仔 well要忘記用我抓住人,1.0,0.95,7
Black Bloc - If You Want Success,57.0,65.0,8.0,if you want success better stop thinking if you want success better stop thinking, You want success but it's all thinking You want success but it's all thinking,if you want success better stop thinking if you want success better stop thinking,you want success but its all thinking you want success but its all thinking,0.5714285714285714,0.2962962962962963,14
Black Bloc - If You Want Success,65.0,70.0,5.0,if you want success better stop thinking, You want to test better something king,if you want success better stop thinking,you want to test better something king,0.7142857142857143,0.325,7
Black Bloc - If You Want Success,70.0,77.0,7.0,be aware of these telematic technologies loosing ecologies to combo economies one of these thiefs to the par," You know what I do, tell a man he's taking on the disslues and ecologies To combo economies, what I do, diss to the park",be aware of these telematic technologies loosing ecologies to combo economies one of these thiefs to the par,you know what i do tell a man hes taking on the disslues and ecologies to combo economies what i do diss to the park,1.0555555555555556,0.5462962962962963,18
Black Bloc - If You Want Success,84.0,91.0,7.0,so if you want success better stop thinking," So You want success, let us all think king",so if you want success better stop thinking,so you want success let us all think king,0.75,0.3023255813953488,8
Black Bloc - If You Want Success,91.0,99.0,8.0,if you want success better stop thinking oh oh oh oh oh, You won't success but it's all thinking,if you want success better stop thinking oh oh oh oh oh,you wont success but its all thinking,0.8333333333333334,0.509090909090909,12
Black Bloc - If You Want Success,112.0,117.0,5.0,global culver stay fine lines of escape from the politics of fay, They will prove a safe and lands of escape from the politics of fate.,global culver stay fine lines of escape from the politics of fay,they will prove a safe and lands of escape from the politics of fate,0.6666666666666666,0.359375,12
Black Bloc - If You Want Success,117.0,126.0,9.0,corporate merches in cup hill games while the people are trained in word money and fame on the kind of a system till we live into the debt what we'd undertake is all interest splat forget it," Corporal mergers and capital gains while the people are trending work, money and fame McComber the system to living for the dead What we don't take is all interest, but forget it all",corporate merches in cup hill games while the people are trained in word money and fame on the kind of a system till we live into the debt what wed undertake is all interest splat forget it,corporal mergers and capital gains while the people are trending work money and fame mccomber the system to living for the dead what we dont take is all interest but forget it all,0.6216216216216216,0.3333333333333333,37
Black Bloc - If You Want Success,126.0,132.0,6.0,all for one mroe day on a comedy's payroll i've got nothing left to say this leviathan biggest thing of its kind,,all for one mroe day on a comedys payroll ive got nothing left to say this leviathan biggest thing of its kind,,1.0,1.0,22
Black Bloc - If You Want Success,132.0,138.0,6.0,beast in the mime on the information line fall in line what they speak in these times follow my," I'm the man, I'm the information line, I'm all in line, I'm all this beating these times, follow my...",beast in the mime on the information line fall in line what they speak in these times follow my,im the man im the information line im all in line im all this beating these times follow my,0.5263157894736842,0.28421052631578947,19
Black Bloc - If You Want Success,138.0,142.0,4.0,if you want success better stop thinking," Your whole success, but it's something can",if you want success better stop thinking,your whole success but its something can,1.0,0.525,7
Black Bloc - If You Want Success,142.0,149.0,7.0,if you want success better stop thinking oh oh oh oh oh," You won't success, but if something came",if you want success better stop thinking oh oh oh oh oh,you wont success but if something came,0.8333333333333334,0.509090909090909,12
Black Bloc - If You Want Success,206.0,211.0,5.0,ah ah ah ah ah ah ah ah," I love you, I love you",ah ah ah ah ah ah ah ah,i love you i love you,1.0,0.8695652173913043,8
Black Bloc - If You Want Success,211.0,217.0,6.0,ah ah ah ah ah ah ah ah ah ah,,ah ah ah ah ah ah ah ah ah ah,,1.0,1.0,10
Black Bloc - If You Want Success,217.0,221.0,4.0,ah ah ah ah ah ah,,ah ah ah ah ah ah,,1.0,1.0,6
Black Bloc - If You Want Success,221.0,226.0,5.0,ah ah ah ah ah ah ah ah,,ah ah ah ah ah ah ah ah,,1.0,1.0,8
Black Bloc - If You Want Success,226.0,230.0,4.0,ah ah ah ah ah ah,,ah ah ah ah ah ah,,1.0,1.0,6
Black Bloc - If You Want Success,230.0,240.0,10.0,ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah,,ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah,,1.0,1.0,16
Black Bloc - If You Want Success,265.0,275.0,10.0,sociopath, Shhh! Shhh! Shhh! Shhh! Shhh!,sociopath,shhh shhh shhh shhh shhh,5.0,2.4444444444444446,1
Black Bloc - If You Want Success,275.0,283.0,8.0,sociopath,,sociopath,,1.0,1.0,1
Black Bloc - If You Want Success,283.0,293.0,10.0,sociopath,,sociopath,,1.0,1.0,1
Black Bloc - If You Want Success,292.0,299.0,7.0,sociopath,,sociopath,,1.0,1.0,1
Black Bloc - If You Want Success,299.0,308.0,9.0,i got my message from a sociopath, She always did Have in She r dialy I've got my promise over,i got my message from a sociopath,she always did have in she r dialy ive got my promise over,1.8571428571428572,1.393939393939394,7
Black Bloc - If You Want Success,308.0,318.0,10.0,keep my sociopath i got my message from,,keep my sociopath i got my message from,,1.0,1.0,8
Black Bloc - If You Want Success,318.0,325.0,7.0,sociopath,,sociopath,,1.0,1.0,1
Black Bloc - If You Want Success,325.0,336.0,11.0,keep my sociopath, Vasili,keep my sociopath,vasili,1.0,0.8823529411764706,3
Black Bloc - If You Want Success,349.0,354.0,5.0,dance bang," Rob buena, Rob 야, Again Rob ask, Rob",dance bang,rob buena rob 야 again rob ask rob,4.0,2.8,2
Black Bloc - If You Want Success,367.0,374.0,7.0,dance bang," Death, obsc!",dance bang,death obsc,1.0,0.8,2
Celestial Shore - Die For Us,9.0,18.0,9.0,dive on us die for us aren't you real really cool," The outside of town they built, andścią the interior entirely consecrated, Half class passing throughAndson there's a person",dive on us die for us arent you real really cool,the outside of town they built andścią the interior entirely consecrated half class passing throughandson theres a person,1.6363636363636365,1.9375,11
Celestial Shore - Die For Us,18.0,28.0,10.0,point your marble lies caramelize dust of a screen we'll still be there, Point your marble on the silver screen still be there,point your marble lies caramelize dust of a screen well still be there,point your marble on the silver screen still be there,0.46153846153846156,0.37142857142857144,13
Celestial Shore - Die For Us,28.0,38.0,10.0,where are you floating floating your gaze is up in the ether, Where are you so lonely? Your cases are they fine?,where are you floating floating your gaze is up in the ether,where are you so lonely your cases are they fine,0.6666666666666666,0.45,12
Celestial Shore - Die For Us,38.0,47.0,9.0,patience glowing golden golden speakers speak for themselves," Patience glow and go cold, this speaker speak with themselves.",patience glowing golden golden speakers speak for themselves,patience glow and go cold this speaker speak with themselves,0.875,0.3,8
Celestial Shore - Die For Us,47.0,56.0,9.0,three a m easily, TO BE HERE Feels so...,three a m easily,to be here feels so,1.25,0.8125,4
Celestial Shore - Die For Us,56.0,64.0,8.0,show me your ghost whisper, HR і,show me your ghost whisper,hr і,1.0,0.8846153846153846,5
Celestial Shore - Die For Us,64.0,75.0,11.0,trouble isn't that you're too jaded," Truball listens by your tune, Ja來到",trouble isnt that youre too jaded,truball listens by your tune ja來到,1.0,0.5454545454545454,6
Celestial Shore - Die For Us,95.0,104.0,9.0,walk the silver line lining aren't you sear be asleep bad, Walk the silver path i need a Sue Yesslow You speedback,walk the silver line lining arent you sear be asleep bad,walk the silver path i need a sue yesslow you speedback,0.7272727272727273,0.5,11
Celestial Shore - Die For Us,104.0,112.0,8.0,ordinary living living is for the rag tickley boy, Ordinary living is for the right to believe.,ordinary living living is for the rag tickley boy,ordinary living is for the right to believe,0.4444444444444444,0.3877551020408163,9
Celestial Shore - Die For Us,112.0,123.0,11.0,three a m easily,,three a m easily,,1.0,1.0,4
Celestial Shore - Die For Us,123.0,131.0,8.0,show me your ghost whisper, Show me your ghost whisper,show me your ghost whisper,show me your ghost whisper,0.0,0.0,5
Celestial Shore - Die For Us,131.0,138.0,7.0,trouble isn't that you're too, Trouble is that you're too good,trouble isnt that youre too,trouble is that youre too good,0.4,0.25925925925925924,5
Celestial Shore - Die For Us,138.0,146.0,8.0,too jaded, Till... Till...,too jaded,till till,1.0,0.8888888888888888,2
Chris Durban - Celebrate,49.0,58.0,9.0,a feeling's come quickly to," It's me, ladies. They come quickly to me.",a feelings come quickly to,its me ladies they come quickly to me,1.0,0.6538461538461539,5
Chris Durban - Celebrate,58.0,64.0,6.0,quickly after you," Quickly, after you",quickly after you,quickly after you,0.0,0.0,3
Chris Durban - Celebrate,64.0,72.0,8.0,these feelings they swallow you," Obviously, this and all connected",these feelings they swallow you,obviously this and all connected,1.0,0.9032258064516129,5
Chris Durban - Celebrate,72.0,80.0,8.0,they swallow swallow you," It's what I know, it's what I know",they swallow swallow you,its what i know its what i know,2.0,0.9166666666666666,4
Chris Durban - Celebrate,105.0,114.0,9.0,we celebrate,,we celebrate,,1.0,1.0,2
Chris Durban - Celebrate,114.0,120.0,6.0,explain me, and spread me.,explain me,and spread me,1.0,0.9,2
Chris Durban - Celebrate,120.0,128.0,8.0,these theories too it takes me,,these theories too it takes me,,1.0,1.0,6
Chris Durban - Celebrate,128.0,136.0,8.0,a while to move completely, A video to deserve American,a while to move completely,a video to deserve american,0.6,0.6923076923076923,5
Chris Durban - Celebrate,136.0,144.0,8.0,i see right through eyesore,,i see right through eyesore,,1.0,1.0,5
Chris Durban - Celebrate,144.0,148.0,4.0,point at you,19iale,point at you,19iale,1.0,0.8333333333333334,3
Chris Durban - Celebrate,173.0,182.0,9.0,we celebrate,,we celebrate,,1.0,1.0,2
Chris Durban - Celebrate,182.0,189.0,7.0,intriguing,IGHT G immerhin' Gittering by Jail GetNae× Wu Wu Very good,intriguing,ight g immerhin gittering by jail getnae wu wu very good,11.0,4.7,1
Chris Durban - Celebrate,189.0,196.0,7.0,wanting to wanting,,wanting to wanting,,1.0,1.0,3
Chris Durban - Celebrate,196.0,204.0,8.0,after you the ceiling, I've done you a busy day.,after you the ceiling,ive done you a busy day,1.25,0.9047619047619048,4
Chris Durban - Celebrate,204.0,212.0,8.0,can shelter you can come down, I can't shelter you I can come down,can shelter you can come down,i cant shelter you i can come down,0.5,0.1724137931034483,6
Chris Durban - Celebrate,212.0,217.0,5.0,down on you, Down here,down on you,down here,0.6666666666666666,0.5454545454545454,3
Chris Durban - Celebrate,222.0,228.0,6.0,we celebrate,,we celebrate,,1.0,1.0,2
Chris Durban - Celebrate,228.0,236.0,8.0,we celebrate,,we celebrate,,1.0,1.0,2
Clara Berry And Wooldog - Air Traffic,15.0,22.0,7.0,air traffic control i'm coming down just waiting on your word," At the end of the control, I'm coming down, sweating on your work.",air traffic control im coming down just waiting on your word,at the end of the control im coming down sweating on your work,0.7272727272727273,0.35,11
Clara Berry And Wooldog - Air Traffic,22.0,30.0,8.0,flying round and round this may not be the best dining but the heavens are full, Flying wound and wound This man ought to be the best I'll mean But the heavens are full,flying round and round this may not be the best dining but the heavens are full,flying wound and wound this man ought to be the best ill mean but the heavens are full,0.4375,0.22784810126582278,16
Clara Berry And Wooldog - Air Traffic,30.0,40.0,10.0,and i need to ground air traffic control if you were in my place if you could feel my wings you you'd do it far from grace, And I need the ground A tower can toll Feel in my place If you could fill my wings You'd do it all from where,and i need to ground air traffic control if you were in my place if you could feel my wings you youd do it far from grace,and i need the ground a tower can toll feel in my place if you could fill my wings youd do it all from where,0.4074074074074074,0.2975206611570248,27
Clara Berry And Wooldog - Air Traffic,40.0,50.0,10.0,blessings and i i'm coming down the heavens are full and i need to ground, Blessings are now around coming down You're having so full and I need the crown,blessings and i im coming down the heavens are full and i need to ground,blessings are now around coming down youre having so full and i need the crown,0.5333333333333333,0.3611111111111111,15
Clara Berry And Wooldog - Air Traffic,50.0,58.0,8.0,uh uh,,uh uh,,1.0,1.0,2
Clara Berry And Wooldog - Air Traffic,58.0,67.0,9.0,uh uh,,uh uh,,1.0,1.0,2
Clara Berry And Wooldog - Air Traffic,67.0,78.0,11.0,take off your oxygen masks and your life jackets please there be only pain if you survive the seas, Take off your oxygen masks and your love takes place There'll be only pain if you survive this disease,take off your oxygen masks and your life jackets please there be only pain if you survive the seas,take off your oxygen masks and your love takes place therell be only pain if you survive this disease,0.3157894736842105,0.14285714285714285,19
Clara Berry And Wooldog - Air Traffic,78.0,88.0,10.0,kiss your neighbor good bye let go of your seats, Kissing a book goodbye Let go of your sins,kiss your neighbor good bye let go of your seats,kissing a book goodbye let go of your sins,0.6,0.3333333333333333,10
Clara Berry And Wooldog - Air Traffic,88.0,97.0,9.0,let go of your seats, We made it to the flank. But this smells so good,let go of your seats,we made it to the flank but this smells so good,2.2,1.8,5
Clara Berry And Wooldog - Air Traffic,97.0,107.0,10.0,and deep promises fast words that you sear come tumbling down from," And deep from the seeds, rice was it you said, cotton tumbling down from it.",and deep promises fast words that you sear come tumbling down from,and deep from the seeds rice was it you said cotton tumbling down from it,0.75,0.42424242424242425,12
Clara Berry And Wooldog - Air Traffic,106.0,113.0,7.0,front beams over here limbs broken in scard hearts opened in mart to find, From into the heavens broken in scarred hearts open to my heart,front beams over here limbs broken in scard hearts opened in mart to find,from into the heavens broken in scarred hearts open to my heart,0.7857142857142857,0.4520547945205479,14
Clara Berry And Wooldog - Air Traffic,112.0,120.0,8.0,to find who we are to dismember our bones and take us apart, To finally all the destiny that our bones indecisive pour,to find who we are to dismember our bones and take us apart,to finally all the destiny that our bones indecisive pour,0.7692307692307693,0.576271186440678,13
Clara Berry And Wooldog - Air Traffic,120.0,128.0,8.0,take us apart take us apart," Take a support, take a support",take us apart take us apart,take a support take a support,0.6666666666666666,0.37037037037037035,6
Clara Berry And Wooldog - Air Traffic,128.0,134.0,6.0,take us apart, Take the support,take us apart,take the support,0.6666666666666666,0.5384615384615384,3
Clara Berry And Wooldog - Air Traffic,134.0,142.0,8.0,let go of your seats, Let go of the seeds,let go of your seats,let go of the seeds,0.4,0.3,5
Clara Berry And Wooldog - Air Traffic,142.0,152.0,10.0,let go of your seats, Let go of the sun You're here,let go of your seats,let go of the sun youre here,0.8,0.65,5
Clara Berry And Wooldog - Air Traffic,152.0,158.0,6.0,air traffic control i'm coming down the, And drive the control I'm coming down,air traffic control im coming down the,and drive the control im coming down,0.5714285714285714,0.3684210526315789,7
Clara Berry And Wooldog - Air Traffic,157.0,166.0,9.0,the heavens are full and i need to ground, The heavens are full and I need the quiet.,the heavens are full and i need to ground,the heavens are full and i need the quiet,0.2222222222222222,0.1951219512195122,9
Clara Berry And Wooldog - Stella,16.0,22.0,6.0,stella's slinking down the sidewalk the, Steadless slinkin' down the sidewalk,stellas slinking down the sidewalk the,steadless slinkin down the sidewalk,0.5,0.23684210526315788,6
Clara Berry And Wooldog - Stella,21.0,31.0,10.0,the bad boys say they gonna bring her back some day, The bad boys say they're gonna bring her back someday,the bad boys say they gonna bring her back some day,the bad boys say theyre gonna bring her back someday,0.2727272727272727,0.058823529411764705,11
Clara Berry And Wooldog - Stella,33.0,44.0,11.0,better run fast now better make your great escape," But I won't pass now, but I make you a careless king",better run fast now better make your great escape,but i wont pass now but i make you a careless king,1.1111111111111112,0.5306122448979592,9
Clara Berry And Wooldog - Stella,46.0,52.0,6.0,on and on and on they whisper," I'll nendown and down the way, spread, spread",on and on and on they whisper,ill nendown and down the way spread spread,1.0,0.7586206896551724,7
Clara Berry And Wooldog - Stella,51.0,60.0,9.0,spalling hope and spinning answers dear, Spiling hope and spinning answers deep,spalling hope and spinning answers dear,spiling hope and spinning answers deep,0.3333333333333333,0.10256410256410256,6
Clara Berry And Wooldog - Stella,63.0,72.0,9.0,ae ae ey but i like your tongue dart mothers and your paper plane fathers," Hey, hey, hey, you like your junk down my listen You pay for playing by this",ae ae ey but i like your tongue dart mothers and your paper plane fathers,hey hey hey you like your junk down my listen you pay for playing by this,1.0,0.5342465753424658,15
Clara Berry And Wooldog - Stella,71.0,82.0,11.0,they will throw your hearts away, They will throw your hearts away,they will throw your hearts away,they will throw your hearts away,0.0,0.0,6
Clara Berry And Wooldog - Stella,82.0,89.0,7.0,stella's slinking down the sidewalk the,,stellas slinking down the sidewalk the,,1.0,1.0,6
Clara Berry And Wooldog - Stella,88.0,98.0,10.0,the baggers say she better figure out her place, The back of the stage you better figure out have played,the baggers say she better figure out her place,the back of the stage you better figure out have played,0.7777777777777778,0.425531914893617,9
Clara Berry And Wooldog - Stella,100.0,110.0,10.0,better run fast now better make your great escape," Better one fast enough, better make your way this game",better run fast now better make your great escape,better one fast enough better make your way this game,0.5555555555555556,0.32653061224489793,9
Clara Berry And Wooldog - Stella,114.0,121.0,7.0,pushing the pencils for grey hairy men that will smile at her kindly but," Pushing the pencils for play, having men that will smile at a kindly button.",pushing the pencils for grey hairy men that will smile at her kindly but,pushing the pencils for play having men that will smile at a kindly button,0.2857142857142857,0.16666666666666666,14
Clara Berry And Wooldog - Stella,121.0,126.0,5.0,never consider her their own, Never consider her the rule,never consider her their own,never consider her the rule,0.4,0.17857142857142858,5
Clara Berry And Wooldog - Stella,126.0,136.0,10.0,da da da da da da da da da that is she remember her mother or forget where she came from the,,da da da da da da da da da that is she remember her mother or forget where she came from the,,1.0,1.0,22
Clara Berry And Wooldog - Stella,136.0,142.0,6.0,smell of his belt or the taste of his fist on her," My love is burnt, all the days of his fist on high",smell of his belt or the taste of his fist on her,my love is burnt all the days of his fist on high,0.5833333333333334,0.40816326530612246,12
Clara Berry And Wooldog - Stella,142.0,148.0,6.0,skin, Skin,skin,skin,0.0,0.0,1
Clara Berry And Wooldog - Stella,148.0,158.0,10.0,lean lean lean lean lean lean lean lean lean lean lean lean lean,,lean lean lean lean lean lean lean lean lean lean lean lean lean,,1.0,1.0,13
Clara Berry And Wooldog - Stella,158.0,167.0,9.0,on me, I'll meet,on me,ill meet,1.0,1.0,2
Clara Berry And Wooldog - Stella,167.0,175.0,8.0,ha,,ha,,1.0,1.0,1
Clara Berry And Wooldog - Stella,175.0,185.0,10.0,ha ha,,ha ha,,1.0,1.0,2
Clara Berry And Wooldog - Waltz For My Victims,37.0,44.0,7.0,i'll give you silence, I'll give you silence,ill give you silence,ill give you silence,0.0,0.0,4
Clara Berry And Wooldog - Waltz For My Victims,43.0,50.0,7.0,in the wake of the beast,啤 AT&R 고기 모끌 valley 부모,in the wake of the beast,啤 atr 고기 모끌 valley 부모,1.0,0.8333333333333334,6
Clara Berry And Wooldog - Waltz For My Victims,50.0,56.0,6.0,allow you to punt off, I will allow you to partner,allow you to punt off,i will allow you to partner,0.8,0.6190476190476191,5
Clara Berry And Wooldog - Waltz For My Victims,56.0,64.0,8.0,these weapons i wear, вижу pensabé,these weapons i wear,вижу pensabé,1.0,0.8,4
Clara Berry And Wooldog - Waltz For My Victims,72.0,80.0,8.0,in the end it's for nothing, In the end it's funny.,in the end its for nothing,in the end its funny,0.3333333333333333,0.3076923076923077,6
Clara Berry And Wooldog - Waltz For My Victims,80.0,86.0,6.0,also i'd like to think, Also I'd like to think,also id like to think,also id like to think,0.0,0.0,5
Clara Berry And Wooldog - Waltz For My Victims,85.0,91.0,6.0,as i'm waving my daggers and, As I'm waving my darkened suntops,as im waving my daggers and,as im waving my darkened suntops,0.3333333333333333,0.4074074074074074,6
