Song,Split,Start,End,Duration,Words,Lyric,has_lyrics
Patrick Talbot - Set Me Free,Train,33.0,40.0,7.0,1,-,False
Patrick Talbot - Set Me Free,Train,40.0,50.0,10.0,1,-,False
Patrick Talbot - Set Me Free,Train,50.0,59.0,9.0,14,born in a fever the music in our heads was stronger than a chain,True
Patrick Talbot - Set Me Free,Train,59.0,63.0,4.0,4,as we grew older,True
Patrick Talbot - Set Me Free,Train,63.0,71.0,8.0,10,how much of that remained how much has passed away,True
Patrick Talbot - Set Me Free,Train,71.0,76.0,5.0,1,-,False
Patrick Talbot - Set Me Free,Train,76.0,82.0,6.0,1,-,False
Patrick Talbot - Set Me Free,Train,82.0,89.0,7.0,1,-,False
Patrick Talbot - Set Me Free,Train,89.0,97.0,8.0,1,-,False
Patrick Talbot - Set Me Free,Train,97.0,106.0,9.0,1,-,False
Patrick Talbot - Set Me Free,Train,106.0,111.0,5.0,1,-,False
Patrick Talbot - Set Me Free,Train,111.0,117.0,6.0,1,-,False
Patrick Talbot - Set Me Free,Train,117.0,125.0,8.0,1,-,False
Patrick Talbot - Set Me Free,Train,125.0,130.0,5.0,1,-,False
Patrick Talbot - Set Me Free,Train,130.0,136.0,6.0,8,over and over we've looked for something else,True
Patrick Talbot - Set Me Free,Train,136.0,143.0,7.0,8,we fell and rose again deeper and deeper,True
Patrick Talbot - Set Me Free,Train,143.0,149.0,6.0,10,there really was no end in that far away land,True
Patrick Talbot - Set Me Free,Train,149.0,153.0,4.0,1,-,False
Patrick Talbot - Set Me Free,Train,153.0,163.0,10.0,14,and i still remember what all this means to me is everything you see,True
Patrick Talbot - Set Me Free,Train,163.0,169.0,6.0,10,it's now or never back where i used to be,True
Patrick Talbot - Set Me Free,Train,169.0,175.0,6.0,8,this time you have to set me free,True
Patrick Talbot - Set Me Free,Train,175.0,181.0,6.0,5,set me free set me,True
Patrick Talbot - Set Me Free,Train,181.0,190.0,9.0,4,free set me free,True
Patrick Talbot - Set Me Free,Train,191.0,196.0,5.0,1,-,False
Patrick Talbot - Set Me Free,Train,196.0,202.0,6.0,1,-,False
Patrick Talbot - Set Me Free,Train,202.0,209.0,7.0,1,-,False
Patrick Talbot - Set Me Free,Train,209.0,217.0,8.0,1,-,False
Patrick Talbot - Set Me Free,Train,217.0,226.0,9.0,1,-,False
Patrick Talbot - Set Me Free,Train,226.0,236.0,10.0,1,-,False
Patrick Talbot - Set Me Free,Train,236.0,245.0,9.0,1,-,False
Patrick Talbot - Set Me Free,Train,245.0,253.0,8.0,1,-,False
Patrick Talbot - Set Me Free,Train,253.0,260.0,7.0,1,-,False
Patrick Talbot - Set Me Free,Train,260.0,264.0,4.0,1,-,False
Patrick Talbot - Set Me Free,Train,264.0,274.0,10.0,6,set me free set me free,True
Patrick Talbot - Set Me Free,Train,274.0,285.0,11.0,6,set me free set me free,True
Clara Berry And Wooldog - Waltz For My Victims,Train,0.0,10.0,10.0,1,-,False
Clara Berry And Wooldog - Waltz For My Victims,Train,10.0,19.0,9.0,1,-,False
Clara Berry And Wooldog - Waltz For My Victims,Train,19.0,27.0,8.0,1,-,False
Clara Berry And Wooldog - Waltz For My Victims,Train,27.0,34.0,7.0,1,-,False
Clara Berry And Wooldog - Waltz For My Victims,Train,37.0,44.0,7.0,4,i'll give you silence,True
Clara Berry And Wooldog - Waltz For My Victims,Train,43.0,50.0,7.0,6,in the wake of the beast,True
Clara Berry And Wooldog - Waltz For My Victims,Train,50.0,56.0,6.0,5,allow you to punt off,True
Clara Berry And Wooldog - Waltz For My Victims,Train,56.0,64.0,8.0,4,these weapons i wear,True
Clara Berry And Wooldog - Waltz For My Victims,Train,64.0,72.0,8.0,1,-,False
Clara Berry And Wooldog - Waltz For My Victims,Train,72.0,80.0,8.0,6,in the end it's for nothing,True
Clara Berry And Wooldog - Waltz For My Victims,Train,80.0,86.0,6.0,5,also i'd like to think,True
Clara Berry And Wooldog - Waltz For My Victims,Train,85.0,91.0,6.0,6,as i'm waving my daggers and,True
Clara Berry And Wooldog - Waltz For My Victims,Train,90.0,98.0,8.0,7,and touchies and all around unhappy things,True
Clara Berry And Wooldog - Waltz For My Victims,Train,98.0,103.0,5.0,7,and it's a shame it's a pity,True
Clara Berry And Wooldog - Waltz For My Victims,Train,103.0,110.0,7.0,5,that my wires are crossed,True
Clara Berry And Wooldog - Waltz For My Victims,Train,110.0,119.0,9.0,14,that i blame you but can't quite condemn you and want you for it,True
Clara Berry And Wooldog - Waltz For My Victims,Train,118.0,124.0,6.0,2,ever more,True
Clara Berry And Wooldog - Waltz For My Victims,Train,124.0,130.0,6.0,1,-,False
Clara Berry And Wooldog - Waltz For My Victims,Train,130.0,137.0,7.0,1,-,False
Clara Berry And Wooldog - Waltz For My Victims,Train,137.0,145.0,8.0,1,-,False
Clara Berry And Wooldog - Waltz For My Victims,Train,145.0,155.0,10.0,1,-,False
Clara Berry And Wooldog - Waltz For My Victims,Train,155.0,160.0,5.0,1,-,False
Clara Berry And Wooldog - Waltz For My Victims,Train,160.0,169.0,9.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,0.0,10.0,10.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,10.0,18.0,8.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,18.0,27.0,9.0,24,start again eight a m traffic jam inside your head you can't trust no one too late when the moment's gone can't go back,True
Phre The Eon - Everybody's Falling Apart,Train,27.0,35.0,8.0,17,change your mind switch it off and press rewind have another drink it'll make you feel better,True
Phre The Eon - Everybody's Falling Apart,Train,35.0,40.0,5.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,40.0,47.0,7.0,17,so join the queue get in line what's the point i'm sick of trying can't trust stories,True
Phre The Eon - Everybody's Falling Apart,Train,46.0,57.0,11.0,28,stories sold we're all trapped in goldfish bowls trying to work the future out living in the here and now have another drink it'll make you feel better,True
Phre The Eon - Everybody's Falling Apart,Train,57.0,63.0,6.0,3,everybody's falling apart,True
Phre The Eon - Everybody's Falling Apart,Train,63.0,67.0,4.0,3,everybody's falling apart,True
Phre The Eon - Everybody's Falling Apart,Train,67.0,74.0,7.0,14,if it makes you feel better glue it back together but everybody's falling apart,True
Phre The Eon - Everybody's Falling Apart,Train,74.0,82.0,8.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,82.0,88.0,6.0,13,the magasines sold your dreams modified in every screen you can't reach your,True
Phre The Eon - Everybody's Falling Apart,Train,88.0,99.0,11.0,26,ambition procrastinate your decision when you say you will you won't have the time you do you don't have another drink it'll make you feel better,True
Phre The Eon - Everybody's Falling Apart,Train,99.0,105.0,6.0,3,everybody's falling apart,True
Phre The Eon - Everybody's Falling Apart,Train,105.0,116.0,11.0,17,everybody's falling apart if it makes you feel better glue it back together but everybody's falling apart,True
Phre The Eon - Everybody's Falling Apart,Train,116.0,120.0,4.0,4,and everybody's falling apart,True
Phre The Eon - Everybody's Falling Apart,Train,120.0,131.0,11.0,17,everybody's falling apart if it makes you feel better glue it back together but everybody's falling apart,True
Phre The Eon - Everybody's Falling Apart,Train,132.0,138.0,6.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,138.0,145.0,7.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,145.0,153.0,8.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,153.0,162.0,9.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,162.0,171.0,9.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,171.0,181.0,10.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,181.0,188.0,7.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,188.0,195.0,7.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,195.0,201.0,6.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,201.0,206.0,5.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,206.0,215.0,9.0,1,-,False
Phre The Eon - Everybody's Falling Apart,Train,215.0,222.0,7.0,1,-,False
Young Griffo - Facade,Train,0.0,10.0,10.0,1,-,False
Young Griffo - Facade,Train,10.0,15.0,5.0,1,-,False
Young Griffo - Facade,Train,15.0,21.0,6.0,1,-,False
Young Griffo - Facade,Train,21.0,29.0,8.0,1,-,False
Young Griffo - Facade,Train,29.0,34.0,5.0,6,she had a drink oh six,True
Young Griffo - Facade,Train,34.0,40.0,6.0,7,and she disappeared all through smoky rooms,True
Young Griffo - Facade,Train,41.0,46.0,5.0,7,he he went to look for her,True
Young Griffo - Facade,Train,46.0,53.0,7.0,7,he heard a laugh her breath exhale,True
Young Griffo - Facade,Train,54.0,60.0,6.0,11,you see me hurt in now you see me broken now,True
Young Griffo - Facade,Train,60.0,66.0,6.0,13,you see me fucked up now do what you need to feel better,True
Young Griffo - Facade,Train,66.0,72.0,6.0,11,you see me hurt in now you see me broken now,True
Young Griffo - Facade,Train,72.0,79.0,7.0,13,you see me fucked up now do what you need to feel better,True
Young Griffo - Facade,Train,80.0,85.0,5.0,8,he he had picked a fight that night,True
Young Griffo - Facade,Train,85.0,91.0,6.0,9,he took each punch and hit through none back,True
Young Griffo - Facade,Train,92.0,100.0,8.0,11,she she had to drag him out of the smoky room,True
Young Griffo - Facade,Train,100.0,104.0,4.0,4,with this drunk excuse,True
Young Griffo - Facade,Train,104.0,111.0,7.0,11,you see me hurt in now you see me broken now,True
Young Griffo - Facade,Train,111.0,117.0,6.0,13,you see me fucked up now do what you need to feel better,True
Young Griffo - Facade,Train,117.0,123.0,6.0,11,you see me hurt in now you see me broken now,True
Young Griffo - Facade,Train,123.0,129.0,6.0,13,you see me fucked up now do what you need to feel better,True
Young Griffo - Facade,Train,129.0,138.0,9.0,5,ah ha ha ha ha,True
Young Griffo - Facade,Train,138.0,149.0,11.0,13,do what you need to feel better ha ha ha ha ha ha,True
Young Griffo - Facade,Train,149.0,154.0,5.0,7,do what you need to feel better,True
Young Griffo - Facade,Train,154.0,160.0,6.0,1,-,False
Young Griffo - Facade,Train,160.0,166.0,6.0,1,-,False
Secret Mountains - High Horse,Train,0.0,10.0,10.0,1,-,False
Secret Mountains - High Horse,Train,10.0,17.0,7.0,1,-,False
Secret Mountains - High Horse,Train,17.0,23.0,6.0,1,-,False
Secret Mountains - High Horse,Train,23.0,29.0,6.0,1,-,False
Secret Mountains - High Horse,Train,29.0,36.0,7.0,1,-,False
Secret Mountains - High Horse,Train,36.0,44.0,8.0,1,-,False
Secret Mountains - High Horse,Train,44.0,52.0,8.0,9,show me some of skin our bellies were full,True
Secret Mountains - High Horse,Train,52.0,59.0,7.0,8,said you'd found strength in the ground below,True
Secret Mountains - High Horse,Train,59.0,67.0,8.0,8,call yourself laughing while death called your name,True
Secret Mountains - High Horse,Train,74.0,83.0,9.0,10,do you feel lonely in this strange light do you,True
Secret Mountains - High Horse,Train,82.0,92.0,10.0,9,do you feel lonely or how do you live,True
Secret Mountains - High Horse,Train,92.0,98.0,6.0,1,uh,True
Secret Mountains - High Horse,Train,98.0,109.0,11.0,1,uh,True
Secret Mountains - High Horse,Train,109.0,114.0,5.0,2,uh uh,True
Secret Mountains - High Horse,Train,113.0,124.0,11.0,1,uh,True
Secret Mountains - High Horse,Train,124.0,130.0,6.0,1,-,False
Secret Mountains - High Horse,Train,130.0,137.0,7.0,1,-,False
Secret Mountains - High Horse,Train,137.0,145.0,8.0,1,-,False
Secret Mountains - High Horse,Train,145.0,150.0,5.0,1,-,False
Secret Mountains - High Horse,Train,151.0,162.0,11.0,14,when it's all over and we all remain oh how do i know that,True
Secret Mountains - High Horse,Train,162.0,170.0,8.0,10,we are still the same we'll let you it over,True
Secret Mountains - High Horse,Train,173.0,181.0,8.0,9,i took what i found and remembered it all,True
Secret Mountains - High Horse,Train,181.0,189.0,8.0,9,and i heard you looking from six feet below,True
Secret Mountains - High Horse,Train,189.0,200.0,11.0,10,yeah i heard you looking but how do i know,True
Secret Mountains - High Horse,Train,200.0,205.0,5.0,1,uh,True
Secret Mountains - High Horse,Train,205.0,215.0,10.0,1,uh,True
Secret Mountains - High Horse,Train,215.0,220.0,5.0,2,uh uh,True
Secret Mountains - High Horse,Train,220.0,231.0,11.0,2,uh uh,True
Secret Mountains - High Horse,Train,231.0,235.0,4.0,2,uh uh,True
Secret Mountains - High Horse,Train,235.0,246.0,11.0,2,uh uh,True
Secret Mountains - High Horse,Train,246.0,251.0,5.0,3,uh uh uh,True
Secret Mountains - High Horse,Train,251.0,262.0,11.0,2,uh uh,True
Secret Mountains - High Horse,Train,265.0,271.0,6.0,1,-,False
Secret Mountains - High Horse,Train,271.0,276.0,5.0,1,-,False
Secret Mountains - High Horse,Train,276.0,282.0,6.0,1,-,False
Secret Mountains - High Horse,Train,282.0,289.0,7.0,1,-,False
Secret Mountains - High Horse,Train,289.0,297.0,8.0,1,-,False
Secret Mountains - High Horse,Train,297.0,305.0,8.0,1,-,False
Secret Mountains - High Horse,Train,305.0,312.0,7.0,1,-,False
Secret Mountains - High Horse,Train,312.0,318.0,6.0,1,-,False
Secret Mountains - High Horse,Train,318.0,324.0,6.0,1,-,False
Secret Mountains - High Horse,Train,324.0,329.0,5.0,1,-,False
Secret Mountains - High Horse,Train,329.0,336.0,7.0,1,-,False
Secret Mountains - High Horse,Train,336.0,345.0,9.0,1,-,False
Secret Mountains - High Horse,Train,345.0,351.0,6.0,1,-,False
Faces On Film - Waiting For Ga,Train,0.0,10.0,10.0,1,-,False
Faces On Film - Waiting For Ga,Train,10.0,17.0,7.0,1,-,False
Faces On Film - Waiting For Ga,Train,17.0,23.0,6.0,6,waiting for g a the day,True
Faces On Film - Waiting For Ga,Train,23.0,30.0,7.0,6,like many men i can behave,True
Faces On Film - Waiting For Ga,Train,36.0,41.0,5.0,6,cold but not without a home,True
Faces On Film - Waiting For Ga,Train,41.0,47.0,6.0,1,wee,True
Faces On Film - Waiting For Ga,Train,47.0,53.0,6.0,1,wuhm,True
Faces On Film - Waiting For Ga,Train,53.0,59.0,6.0,1,wuhm,True
Faces On Film - Waiting For Ga,Train,59.0,66.0,7.0,1,wee,True
Faces On Film - Waiting For Ga,Train,65.0,72.0,7.0,6,so preach from that mountain's loak,True
Faces On Film - Waiting For Ga,Train,72.0,78.0,6.0,6,i'll be on the path below,True
Faces On Film - Waiting For Ga,Train,78.0,88.0,10.0,10,but my body stays with g a that's the quietest,True
Faces On Film - Waiting For Ga,Train,88.0,96.0,8.0,2,plane wee,True
Faces On Film - Waiting For Ga,Train,96.0,102.0,6.0,1,weeum,True
Faces On Film - Waiting For Ga,Train,102.0,108.0,6.0,1,wuhm,True
Faces On Film - Waiting For Ga,Train,108.0,115.0,7.0,1,wuhm,True
Faces On Film - Waiting For Ga,Train,115.0,122.0,7.0,3,uh uh uh,True
Faces On Film - Waiting For Ga,Train,122.0,128.0,6.0,2,uh uh,True
Faces On Film - Waiting For Ga,Train,128.0,134.0,6.0,2,uh uh,True
Faces On Film - Waiting For Ga,Train,134.0,139.0,5.0,2,uh uh,True
Faces On Film - Waiting For Ga,Train,148.0,154.0,6.0,8,but not without a home and my body,True
Faces On Film - Waiting For Ga,Train,154.0,158.0,4.0,5,stays with g a that,True
Faces On Film - Waiting For Ga,Train,157.0,162.0,5.0,4,that's the quietest play,True
Faces On Film - Waiting For Ga,Train,161.0,171.0,10.0,2,plane ha,True
Faces On Film - Waiting For Ga,Train,170.0,177.0,7.0,2,ha oh,True
Faces On Film - Waiting For Ga,Train,176.0,181.0,5.0,2,oh hu,True
Faces On Film - Waiting For Ga,Train,181.0,189.0,8.0,4,hu hu hu hu,True
Faces On Film - Waiting For Ga,Train,189.0,193.0,4.0,3,hu hu hu,True
Faces On Film - Waiting For Ga,Train,193.0,201.0,8.0,5,hu hu hu hu hu,True
Faces On Film - Waiting For Ga,Train,201.0,212.0,11.0,2,oh uh,True
Faces On Film - Waiting For Ga,Train,212.0,219.0,7.0,2,oh uh,True
Faces On Film - Waiting For Ga,Train,219.0,225.0,6.0,1,uh,True
Faces On Film - Waiting For Ga,Train,225.0,236.0,11.0,2,uh uh,True
Faces On Film - Waiting For Ga,Train,236.0,244.0,8.0,1,uh,True
Faces On Film - Waiting For Ga,Train,244.0,255.0,11.0,1,hmm,True
Fergessen - Back From The Start,Train,0.0,5.0,5.0,1,-,False
Fergessen - Back From The Start,Train,5.0,11.0,6.0,4,back from the start,True
Fergessen - Back From The Start,Train,10.0,17.0,7.0,6,in the way you are meaningful,True
Fergessen - Back From The Start,Train,16.0,25.0,9.0,18,well now everything's okay for a night and a day but it's been like ages of feeling speechless,True
Fergessen - Back From The Start,Train,25.0,29.0,4.0,1,voiceless,True
Fergessen - Back From The Start,Train,29.0,35.0,6.0,12,constant content fierce and reason complete decide or how you'd cheat it,True
Fergessen - Back From The Start,Train,35.0,41.0,6.0,14,hey man any precious to you in this love deserted we'll surround you he,True
Fergessen - Back From The Start,Train,40.0,44.0,4.0,10,around you hey bossina we had to loss for words,True
Fergessen - Back From The Start,Train,44.0,49.0,5.0,14,birds of felts of fate to flac together guess yours was a nasty nest,True
Fergessen - Back From The Start,Train,49.0,53.0,4.0,10,and it's a nest to say that you're a liar,True
Fergessen - Back From The Start,Train,53.0,58.0,5.0,4,back from the start,True
Fergessen - Back From The Start,Train,58.0,63.0,5.0,6,in the way you are meaningful,True
Fergessen - Back From The Start,Train,63.0,70.0,7.0,4,back from the start,True
Fergessen - Back From The Start,Train,70.0,76.0,6.0,6,in the way you are meaningful,True
Fergessen - Back From The Start,Train,76.0,84.0,8.0,12,fear is what i fear the most no regrets no second thoughts,True
Fergessen - Back From The Start,Train,84.0,88.0,4.0,6,but i wouldn't say i'm lost,True
Fergessen - Back From The Start,Train,88.0,93.0,5.0,7,treacherous dangerous slightly outreaches don't you fear,True
Fergessen - Back From The Start,Train,93.0,101.0,8.0,6,pedicures yourselves being attempt to us,True
Fergessen - Back From The Start,Train,101.0,105.0,4.0,1,-,False
Fergessen - Back From The Start,Train,105.0,112.0,7.0,16,you nest is a nasty nest and it's a nest to say that you're a liar,True
Fergessen - Back From The Start,Train,112.0,117.0,5.0,4,back from the start,True
Fergessen - Back From The Start,Train,117.0,123.0,6.0,6,in the way you are meaningful,True
Fergessen - Back From The Start,Train,123.0,129.0,6.0,4,back from the start,True
Fergessen - Back From The Start,Train,129.0,136.0,7.0,6,in the way you are meaningful,True
Fergessen - Back From The Start,Train,136.0,143.0,7.0,3,treacherous dangerous ah,True
Fergessen - Back From The Start,Train,143.0,147.0,4.0,1,-,False
Fergessen - Back From The Start,Train,147.0,155.0,8.0,12,fear is what i fear the most no regrets no second thoughts,True
Fergessen - Back From The Start,Train,155.0,160.0,5.0,5,yourselves being attend to us,True
Jay Menon - Through My Eyes,Train,0.0,4.0,4.0,5,if you could hold yourself,True
Jay Menon - Through My Eyes,Train,4.0,8.0,4.0,3,in these arms,True
Jay Menon - Through My Eyes,Train,8.0,15.0,7.0,9,if you could breathe you weren't in the dark,True
Jay Menon - Through My Eyes,Train,15.0,22.0,7.0,11,if you could look at you from my point of view,True
Jay Menon - Through My Eyes,Train,22.0,30.0,8.0,7,you'd understand the magic in my heart,True
Jay Menon - Through My Eyes,Train,30.0,38.0,8.0,8,through my eyes i see forever and you,True
Jay Menon - Through My Eyes,Train,38.0,42.0,4.0,5,all my dreams and desires,True
Jay Menon - Through My Eyes,Train,42.0,46.0,4.0,5,a lie then come true,True
Jay Menon - Through My Eyes,Train,46.0,53.0,7.0,11,you are seen my destiny and the meaning in my life,True
Jay Menon - Through My Eyes,Train,53.0,60.0,7.0,8,you'd understand if you could only see yourself,True
Jay Menon - Through My Eyes,Train,60.0,66.0,6.0,3,through my eyes,True
Jay Menon - Through My Eyes,Train,66.0,71.0,5.0,6,if you could feel my heart,True
Jay Menon - Through My Eyes,Train,71.0,82.0,11.0,10,skip inside when i catch your eye and you smile,True
Jay Menon - Through My Eyes,Train,82.0,90.0,8.0,11,if you could feel the way you take my breath away,True
Jay Menon - Through My Eyes,Train,90.0,97.0,7.0,9,when i watch you softly sleeping late at night,True
Jay Menon - Through My Eyes,Train,97.0,105.0,8.0,8,through my eyes i see forever and you,True
Jay Menon - Through My Eyes,Train,105.0,113.0,8.0,10,all my dreams and desires a lie then come true,True
Jay Menon - Through My Eyes,Train,113.0,120.0,7.0,12,and you are seen my destiny and the meaning in my life,True
Jay Menon - Through My Eyes,Train,120.0,127.0,7.0,8,you'd understand if you could only see yourself,True
Jay Menon - Through My Eyes,Train,127.0,135.0,8.0,7,through my eyes and i have tried,True
Jay Menon - Through My Eyes,Train,135.0,145.0,10.0,14,over a thousand times to tell you but empty words don't tell the truth,True
Jay Menon - Through My Eyes,Train,145.0,150.0,5.0,4,so it stays inside,True
Jay Menon - Through My Eyes,Train,150.0,161.0,11.0,18,but if i could only show you what i see every time i cast my eyes on you,True
Jay Menon - Through My Eyes,Train,161.0,170.0,9.0,1,-,False
Jay Menon - Through My Eyes,Train,170.0,176.0,6.0,1,-,False
Jay Menon - Through My Eyes,Train,176.0,185.0,9.0,1,-,False
Jay Menon - Through My Eyes,Train,185.0,192.0,7.0,2,you'd understand,True
Jay Menon - Through My Eyes,Train,192.0,198.0,6.0,4,how lost i am,True
Jay Menon - Through My Eyes,Train,201.0,209.0,8.0,8,you'd understand if you could only see yourself,True
Jay Menon - Through My Eyes,Train,209.0,218.0,9.0,3,through my eyes,True
Jay Menon - Through My Eyes,Train,218.0,225.0,7.0,1,-,False
Jay Menon - Through My Eyes,Train,225.0,231.0,6.0,1,-,False
Jay Menon - Through My Eyes,Train,231.0,239.0,8.0,1,-,False
Jay Menon - Through My Eyes,Train,239.0,246.0,7.0,1,-,False
Music Delta - Country2,Train,0.0,8.0,8.0,19,when i wake up in the morning each day i give thanks to a certain man above and say,True
Music Delta - Country2,Train,8.0,17.0,9.0,14,i love you and worship our splendor so thanks for for being me friend,True
Skelpolu - Together Alone,Train,0.0,10.0,10.0,1,-,False
Skelpolu - Together Alone,Train,10.0,15.0,5.0,1,-,False
Skelpolu - Together Alone,Train,15.0,21.0,6.0,1,-,False
Skelpolu - Together Alone,Train,21.0,27.0,6.0,1,-,False
Skelpolu - Together Alone,Train,27.0,34.0,7.0,1,-,False
Skelpolu - Together Alone,Train,34.0,42.0,8.0,1,-,False
Skelpolu - Together Alone,Train,42.0,51.0,9.0,1,-,False
Skelpolu - Together Alone,Train,51.0,60.0,9.0,1,-,False
Skelpolu - Together Alone,Train,60.0,66.0,6.0,1,-,False
Skelpolu - Together Alone,Train,66.0,73.0,7.0,3,i miss you,True
Skelpolu - Together Alone,Train,73.0,77.0,4.0,1,-,False
Skelpolu - Together Alone,Train,77.0,83.0,6.0,2,oh girl,True
Skelpolu - Together Alone,Train,83.0,87.0,4.0,1,-,False
Skelpolu - Together Alone,Train,87.0,94.0,7.0,5,it is so much pain,True
Skelpolu - Together Alone,Train,94.0,98.0,4.0,1,-,False
Skelpolu - Together Alone,Train,98.0,104.0,6.0,2,oh girl,True
Skelpolu - Together Alone,Train,104.0,110.0,6.0,1,-,False
Skelpolu - Together Alone,Train,110.0,117.0,7.0,1,-,False
Skelpolu - Together Alone,Train,117.0,125.0,8.0,1,-,False
Skelpolu - Together Alone,Train,125.0,131.0,6.0,1,-,False
Skelpolu - Together Alone,Train,131.0,138.0,7.0,5,it is so much pain,True
Skelpolu - Together Alone,Train,138.0,142.0,4.0,1,-,False
Skelpolu - Together Alone,Train,142.0,150.0,8.0,4,it ain't fun anymore,True
Skelpolu - Together Alone,Train,150.0,155.0,5.0,1,-,False
Skelpolu - Together Alone,Train,155.0,161.0,6.0,1,-,False
Skelpolu - Together Alone,Train,161.0,168.0,7.0,1,-,False
Skelpolu - Together Alone,Train,168.0,176.0,8.0,1,-,False
Skelpolu - Together Alone,Train,176.0,185.0,9.0,1,-,False
Skelpolu - Together Alone,Train,185.0,190.0,5.0,1,-,False
Skelpolu - Together Alone,Train,190.0,198.0,8.0,1,-,False
Skelpolu - Together Alone,Train,198.0,206.0,8.0,3,i miss you,True
Skelpolu - Together Alone,Train,206.0,212.0,6.0,1,-,False
Skelpolu - Together Alone,Train,212.0,220.0,8.0,1,-,False
Skelpolu - Together Alone,Train,220.0,228.0,8.0,3,i miss you,True
Skelpolu - Together Alone,Train,228.0,235.0,7.0,1,-,False
Skelpolu - Together Alone,Train,235.0,241.0,6.0,1,-,False
Skelpolu - Together Alone,Train,241.0,250.0,9.0,3,i miss you,True
Skelpolu - Together Alone,Train,250.0,256.0,6.0,1,-,False
Skelpolu - Together Alone,Train,256.0,264.0,8.0,1,-,False
Skelpolu - Together Alone,Train,264.0,272.0,8.0,3,i miss you,True
Skelpolu - Together Alone,Train,272.0,277.0,5.0,1,-,False
Skelpolu - Together Alone,Train,277.0,287.0,10.0,1,-,False
Skelpolu - Together Alone,Train,287.0,293.0,6.0,3,i miss you,True
Skelpolu - Together Alone,Train,293.0,298.0,5.0,1,-,False
Skelpolu - Together Alone,Train,298.0,307.0,9.0,3,i miss you,True
Skelpolu - Together Alone,Train,307.0,316.0,9.0,3,i miss you,True
Giselle - Moss,Train,0.0,7.0,7.0,1,-,False
Giselle - Moss,Train,7.0,14.0,7.0,1,-,False
Giselle - Moss,Train,14.0,24.0,10.0,1,ah,True
Giselle - Moss,Train,24.0,33.0,9.0,1,ah,True
Giselle - Moss,Train,33.0,40.0,7.0,1,ah,True
Giselle - Moss,Train,40.0,46.0,6.0,1,ah,True
Giselle - Moss,Train,46.0,56.0,10.0,1,ah,True
Giselle - Moss,Train,56.0,63.0,7.0,3,ah ah ah,True
Giselle - Moss,Train,63.0,70.0,7.0,1,ah,True
Giselle - Moss,Train,70.0,77.0,7.0,1,ah,True
Giselle - Moss,Train,77.0,82.0,5.0,1,ah,True
Giselle - Moss,Train,82.0,90.0,8.0,1,ah,True
Giselle - Moss,Train,90.0,101.0,11.0,2,ah ah,True
Giselle - Moss,Train,101.0,111.0,10.0,1,ah,True
Giselle - Moss,Train,111.0,119.0,8.0,1,ah,True
Giselle - Moss,Train,119.0,128.0,9.0,1,ah,True
Giselle - Moss,Train,128.0,133.0,5.0,1,ah,True
Giselle - Moss,Train,133.0,142.0,9.0,1,ah,True
Giselle - Moss,Train,142.0,148.0,6.0,1,ah,True
Giselle - Moss,Train,148.0,156.0,8.0,1,ah,True
Giselle - Moss,Train,156.0,161.0,5.0,1,ah,True
Giselle - Moss,Train,161.0,170.0,9.0,1,ah,True
Giselle - Moss,Train,170.0,180.0,10.0,1,ah,True
Giselle - Moss,Train,180.0,188.0,8.0,1,ah,True
Giselle - Moss,Train,188.0,198.0,10.0,1,-,False
Grants - PunchDrunk,Train,0.0,10.0,10.0,1,-,False
Grants - PunchDrunk,Train,10.0,14.0,4.0,1,-,False
Grants - PunchDrunk,Train,14.0,24.0,10.0,27,crack the knocks ice the cuts right eye swollen half way shot tropical fruta what a straight up knife to a fist fight punch in a cup,True
Grants - PunchDrunk,Train,24.0,29.0,5.0,15,a glass glass the jaw south the pall wrapped them fist like a casting call,True
Grants - PunchDrunk,Train,29.0,36.0,7.0,14,get off the ropes we're about to brawl is this punch too sweet ciao,True
Grants - PunchDrunk,Train,36.0,42.0,6.0,1,-,False
Grants - PunchDrunk,Train,42.0,48.0,6.0,18,we get it rocky balboa a bee a barack obama put that ass up in a coma comma,True
Grants - PunchDrunk,Train,48.0,54.0,6.0,20,tax avenger trauma trauma blood donor dama bare it banda hot box and mary jane funder is we gone yet,True
Grants - PunchDrunk,Train,54.0,64.0,10.0,27,cause i'm a motherfucking gouner sipping punch to a straw in a honda captain crunch eating brunch with madonna stomped cause that kunk keep asking for banana,True
Grants - PunchDrunk,Train,64.0,69.0,5.0,11,do you have any banana what the fuck is a banana,True
Grants - PunchDrunk,Train,69.0,75.0,6.0,1,-,False
